,BANDE_LITT,numdep,INSEE_COM,NOM,SIREN_EPCI,NOM_EPCI,SURFACE_M2
939,200_500m,35,35132,Hirel,243500782,CA du Pays de Saint Malo Agglomération,1654770.206372748
940,500m_1km,35,35132,Hirel,243500782,CA du Pays de Saint Malo Agglomération,1464282.0600379887
941,1_5km,35,35132,Hirel,243500782,CA du Pays de Saint Malo Agglomération,5632141.644296705
943,100m,35,35181,Le Minihic-sur-Rance,243500725,CC Côte d'Émeraude,554492.0361550692
944,100_200m,35,35181,Le Minihic-sur-Rance,243500725,CC Côte d'Émeraude,545093.9517415866
945,200_500m,35,35181,Le Minihic-sur-Rance,243500725,CC Côte d'Émeraude,1249082.572026527
946,500m_1km,35,35181,Le Minihic-sur-Rance,243500725,CC Côte d'Émeraude,1337679.6781616511
947,1_5km,35,35181,Le Minihic-sur-Rance,243500725,CC Côte d'Émeraude,177299.03674955643
948,100m,35,35186,Mont-Dol,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,44691.14143672217
949,100_200m,35,35186,Mont-Dol,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,51190.240176069376
950,200_500m,35,35186,Mont-Dol,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,240238.8759577795
951,500m_1km,35,35186,Mont-Dol,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,816569.7338334125
952,1_5km,35,35186,Mont-Dol,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,17999671.158186138
954,100m,35,35228,Pleurtuit,243500725,CC Côte d'Émeraude,415978.9338738998
955,100_200m,35,35228,Pleurtuit,243500725,CC Côte d'Émeraude,360836.159903166
956,200_500m,35,35228,Pleurtuit,243500725,CC Côte d'Émeraude,959953.4623576445
957,500m_1km,35,35228,Pleurtuit,243500725,CC Côte d'Émeraude,1822505.910587775
958,1_5km,35,35228,Pleurtuit,243500725,CC Côte d'Émeraude,24098004.85422013
960,100m,35,35241,La Richardais,243500725,CC Côte d'Émeraude,279265.92536743736
961,100_200m,35,35241,La Richardais,243500725,CC Côte d'Émeraude,262998.24216768343
962,200_500m,35,35241,La Richardais,243500725,CC Côte d'Émeraude,736143.1436796773
963,500m_1km,35,35241,La Richardais,243500725,CC Côte d'Émeraude,857382.1355233719
964,1_5km,35,35241,La Richardais,243500725,CC Côte d'Émeraude,1016594.533362559
965,100m,35,35247,Roz-sur-Couesnon,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,466638.70318952785
966,100_200m,35,35247,Roz-sur-Couesnon,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,512694.0885533736
967,200_500m,35,35247,Roz-sur-Couesnon,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1548199.143750362
968,500m_1km,35,35247,Roz-sur-Couesnon,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2580652.287845477
969,1_5km,35,35247,Roz-sur-Couesnon,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,17651801.883527
971,100m,35,35255,Saint-Benoît-des-Ondes,243500782,CA du Pays de Saint Malo Agglomération,366066.958175206
972,100_200m,35,35255,Saint-Benoît-des-Ondes,243500782,CA du Pays de Saint Malo Agglomération,313807.6939853114
973,200_500m,35,35255,Saint-Benoît-des-Ondes,243500782,CA du Pays de Saint Malo Agglomération,814404.3485367222
974,500m_1km,35,35255,Saint-Benoît-des-Ondes,243500782,CA du Pays de Saint Malo Agglomération,1027325.3334851215
975,1_5km,35,35255,Saint-Benoît-des-Ondes,243500782,CA du Pays de Saint Malo Agglomération,388621.5823996429
976,100m,35,35256,Saint-Briac-sur-Mer,243500725,CC Côte d'Émeraude,692876.8167544485
977,100_200m,35,35256,Saint-Briac-sur-Mer,243500725,CC Côte d'Émeraude,511719.8274356358
978,200_500m,35,35256,Saint-Briac-sur-Mer,243500725,CC Côte d'Émeraude,1178720.2585647942
979,500m_1km,35,35256,Saint-Briac-sur-Mer,243500725,CC Côte d'Émeraude,1397273.612801151
980,1_5km,35,35256,Saint-Briac-sur-Mer,243500725,CC Côte d'Émeraude,4244259.756098521
981,100m,35,35259,Saint-Broladre,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,215064.6561918105
982,100_200m,35,35259,Saint-Broladre,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,253666.7398778867
983,200_500m,35,35259,Saint-Broladre,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1002743.0914005984
984,500m_1km,35,35259,Saint-Broladre,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1989732.9177584208
985,1_5km,35,35259,Saint-Broladre,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,13006477.383165209
987,100m,35,35263,Saint-Coulomb,243500782,CA du Pays de Saint Malo Agglomération,1244498.4799923403
988,100_200m,35,35263,Saint-Coulomb,243500782,CA du Pays de Saint Malo Agglomération,1003388.824701238
989,200_500m,35,35263,Saint-Coulomb,243500782,CA du Pays de Saint Malo Agglomération,2284283.9651763747
990,500m_1km,35,35263,Saint-Coulomb,243500782,CA du Pays de Saint Malo Agglomération,3382816.1308592814
991,1_5km,35,35263,Saint-Coulomb,243500782,CA du Pays de Saint Malo Agglomération,10096403.70386109
992,100m,35,35270,Saint-Georges-de-Gréhaigne,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,53147.18223582927
993,100_200m,35,35270,Saint-Georges-de-Gréhaigne,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,82844.89032813832
994,200_500m,35,35270,Saint-Georges-de-Gréhaigne,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,419524.25315356854
995,500m_1km,35,35270,Saint-Georges-de-Gréhaigne,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1122511.979015256
996,1_5km,35,35270,Saint-Georges-de-Gréhaigne,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,10521230.019853465
997,100m,35,35284,Saint-Jouan-des-Guérets,243500782,CA du Pays de Saint Malo Agglomération,508967.5418235401
998,100_200m,35,35284,Saint-Jouan-des-Guérets,243500782,CA du Pays de Saint Malo Agglomération,473372.11502253753
999,200_500m,35,35284,Saint-Jouan-des-Guérets,243500782,CA du Pays de Saint Malo Agglomération,1186515.3107333549
1000,500m_1km,35,35284,Saint-Jouan-des-Guérets,243500782,CA du Pays de Saint Malo Agglomération,1729102.8770906997
1001,1_5km,35,35284,Saint-Jouan-des-Guérets,243500782,CA du Pays de Saint Malo Agglomération,5351949.806830355
1002,100m,35,35287,Saint-Lunaire,243500725,CC Côte d'Émeraude,592801.4096404322
1003,100_200m,35,35287,Saint-Lunaire,243500725,CC Côte d'Émeraude,517484.1974354654
1004,200_500m,35,35287,Saint-Lunaire,243500725,CC Côte d'Émeraude,1144128.4656964478
1005,500m_1km,35,35287,Saint-Lunaire,243500725,CC Côte d'Émeraude,1702758.102003075
1006,1_5km,35,35287,Saint-Lunaire,243500725,CC Côte d'Émeraude,6405988.754981316
1007,100m,35,35288,Saint-Malo,243500782,CA du Pays de Saint Malo Agglomération,2945826.3436182076
1008,100_200m,35,35288,Saint-Malo,243500782,CA du Pays de Saint Malo Agglomération,1982588.112642372
1009,200_500m,35,35288,Saint-Malo,243500782,CA du Pays de Saint Malo Agglomération,4196882.276953073
1010,500m_1km,35,35288,Saint-Malo,243500782,CA du Pays de Saint Malo Agglomération,5165102.319236052
1011,1_5km,35,35288,Saint-Malo,243500782,CA du Pays de Saint Malo Agglomération,21556374.656489152
1013,100m,35,35299,Saint-Méloir-des-Ondes,243500782,CA du Pays de Saint Malo Agglomération,410623.70903035766
1014,100_200m,35,35299,Saint-Méloir-des-Ondes,243500782,CA du Pays de Saint Malo Agglomération,437315.4683256898
1015,200_500m,35,35299,Saint-Méloir-des-Ondes,243500782,CA du Pays de Saint Malo Agglomération,1326310.534267151
1016,500m_1km,35,35299,Saint-Méloir-des-Ondes,243500782,CA du Pays de Saint Malo Agglomération,2421003.2297955793
1017,1_5km,35,35299,Saint-Méloir-des-Ondes,243500782,CA du Pays de Saint Malo Agglomération,22981631.42155794
1019,100m,35,35306,Saint-Père-Marc-en-Poulet,243500782,CA du Pays de Saint Malo Agglomération,268582.9083272642
1020,100_200m,35,35306,Saint-Père-Marc-en-Poulet,243500782,CA du Pays de Saint Malo Agglomération,307730.65243231197
1021,200_500m,35,35306,Saint-Père-Marc-en-Poulet,243500782,CA du Pays de Saint Malo Agglomération,1070096.229945444
1022,500m_1km,35,35306,Saint-Père-Marc-en-Poulet,243500782,CA du Pays de Saint Malo Agglomération,1795490.0079583135
1023,1_5km,35,35306,Saint-Père-Marc-en-Poulet,243500782,CA du Pays de Saint Malo Agglomération,15297757.753675943
1025,100m,35,35314,Saint-Suliac,243500782,CA du Pays de Saint Malo Agglomération,750140.6857941814
1026,100_200m,35,35314,Saint-Suliac,243500782,CA du Pays de Saint Malo Agglomération,710450.1141138454
1027,200_500m,35,35314,Saint-Suliac,243500782,CA du Pays de Saint Malo Agglomération,1657607.5362931357
1028,500m_1km,35,35314,Saint-Suliac,243500782,CA du Pays de Saint Malo Agglomération,1259434.760434884
1029,1_5km,35,35314,Saint-Suliac,243500782,CA du Pays de Saint Malo Agglomération,310954.11574292235
1030,100m,35,35358,La Ville-ès-Nonais,243500782,CA du Pays de Saint Malo Agglomération,408190.6747453498
1031,100_200m,35,35358,La Ville-ès-Nonais,243500782,CA du Pays de Saint Malo Agglomération,411680.48869129195
1032,200_500m,35,35358,La Ville-ès-Nonais,243500782,CA du Pays de Saint Malo Agglomération,1158421.3070741876
1033,500m_1km,35,35358,La Ville-ès-Nonais,243500782,CA du Pays de Saint Malo Agglomération,1400205.1788072682
1034,1_5km,35,35358,La Ville-ès-Nonais,243500782,CA du Pays de Saint Malo Agglomération,1030555.0143584847
1035,100m,35,35361,Le Vivier-sur-Mer,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,211195.71438896607
1036,100_200m,35,35361,Le Vivier-sur-Mer,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,205943.21660521752
1037,200_500m,35,35361,Le Vivier-sur-Mer,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,521934.00741446944
1038,500m_1km,35,35361,Le Vivier-sur-Mer,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,585572.3419557133
1039,1_5km,35,35361,Le Vivier-sur-Mer,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,675941.3653729103
1040,100m,44,44006,Assérac,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1135974.0485619768
1041,100_200m,44,44006,Assérac,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),949420.5828665153
1042,200_500m,44,44006,Assérac,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),2797242.160429064
1043,500m_1km,44,44006,Assérac,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),4502629.866091668
1044,1_5km,44,44006,Assérac,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),23370670.912861098
1046,100m,44,44010,Batz-sur-Mer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1374944.303165726
1047,100_200m,44,44010,Batz-sur-Mer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1241190.039539055
1048,200_500m,44,44010,Batz-sur-Mer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),2714878.3774685115
1049,500m_1km,44,44010,Batz-sur-Mer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),2433203.561788625
1050,1_5km,44,44010,Batz-sur-Mer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1595858.8468623245
1051,100m,44,44012,La Bernerie-en-Retz,200067346,CA Pornic Agglo Pays de Retz,396645.1943586373
1052,100_200m,44,44012,La Bernerie-en-Retz,200067346,CA Pornic Agglo Pays de Retz,411183.9865032122
1053,200_500m,44,44012,La Bernerie-en-Retz,200067346,CA Pornic Agglo Pays de Retz,1193734.6684788351
1054,500m_1km,44,44012,La Bernerie-en-Retz,200067346,CA Pornic Agglo Pays de Retz,1953466.3460790606
1055,1_5km,44,44012,La Bernerie-en-Retz,200067346,CA Pornic Agglo Pays de Retz,2098098.5610423307
1056,100m,44,44019,Bouée,200072734,CC Estuaire et Sillon,577490.5124294806
1057,100_200m,44,44019,Bouée,200072734,CC Estuaire et Sillon,576227.3826091908
1058,200_500m,44,44019,Bouée,200072734,CC Estuaire et Sillon,1630462.7765545645
1059,500m_1km,44,44019,Bouée,200072734,CC Estuaire et Sillon,2646906.9000370833
1060,1_5km,44,44019,Bouée,200072734,CC Estuaire et Sillon,12897194.31199305
1061,100m,44,44033,La Chapelle-Launay,200072734,CC Estuaire et Sillon,125957.64402333295
1062,100_200m,44,44033,La Chapelle-Launay,200072734,CC Estuaire et Sillon,129446.06476073853
1063,200_500m,44,44033,La Chapelle-Launay,200072734,CC Estuaire et Sillon,492827.3149524224
1064,500m_1km,44,44033,La Chapelle-Launay,200072734,CC Estuaire et Sillon,897579.6493014978
1065,1_5km,44,44033,La Chapelle-Launay,200072734,CC Estuaire et Sillon,7618915.589033541
1067,100m,44,44045,Cordemais,200072734,CC Estuaire et Sillon,36414.31731121804
1068,100_200m,44,44045,Cordemais,200072734,CC Estuaire et Sillon,72901.36093691757
1069,200_500m,44,44045,Cordemais,200072734,CC Estuaire et Sillon,453029.79645688983
1070,500m_1km,44,44045,Cordemais,200072734,CC Estuaire et Sillon,1034050.0686277946
1071,1_5km,44,44045,Cordemais,200072734,CC Estuaire et Sillon,14550675.153332874
1073,100m,44,44046,Corsept,244400586,CC du Sud Estuaire,780168.440003786
1074,100_200m,44,44046,Corsept,244400586,CC du Sud Estuaire,720678.8022895415
1075,200_500m,44,44046,Corsept,244400586,CC du Sud Estuaire,2009607.476095875
1076,500m_1km,44,44046,Corsept,244400586,CC du Sud Estuaire,2914875.908027431
1077,1_5km,44,44046,Corsept,244400586,CC du Sud Estuaire,17295404.1531239
1079,100m,44,44049,Le Croisic,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),945765.102861906
1080,100_200m,44,44049,Le Croisic,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),861565.2736682963
1081,200_500m,44,44049,Le Croisic,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1999534.9404320093
1082,500m_1km,44,44049,Le Croisic,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),673220.5944194985
1083,100m,44,44052,Donges,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),1371579.2712864685
1084,100_200m,44,44052,Donges,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),1211658.647707302
1085,200_500m,44,44052,Donges,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),2990532.078655763
1086,500m_1km,44,44052,Donges,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),4325919.773439697
1087,1_5km,44,44052,Donges,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),27099693.11958469
1089,100m,44,44055,La Baule-Escoublac,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),688780.8381362022
1090,100_200m,44,44055,La Baule-Escoublac,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),719499.2370090175
1091,200_500m,44,44055,La Baule-Escoublac,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1869207.929827609
1092,500m_1km,44,44055,La Baule-Escoublac,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),2837089.1662044954
1093,1_5km,44,44055,La Baule-Escoublac,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),19581454.37653461
1095,100m,44,44061,Frossay,244400586,CC du Sud Estuaire,1424490.9694526636
1096,100_200m,44,44061,Frossay,244400586,CC du Sud Estuaire,898254.9449120273
1097,200_500m,44,44061,Frossay,244400586,CC du Sud Estuaire,1485532.8639283879
1098,500m_1km,44,44061,Frossay,244400586,CC du Sud Estuaire,2296652.119953135
1099,1_5km,44,44061,Frossay,244400586,CC du Sud Estuaire,25199147.851658612
1101,100m,44,44069,Guérande,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1658682.2926615975
1102,100_200m,44,44069,Guérande,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1382957.746858014
1103,200_500m,44,44069,Guérande,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),2483272.2552253944
1104,500m_1km,44,44069,Guérande,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),4490219.5618158225
1105,1_5km,44,44069,Guérande,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),39731931.55860588
1107,100m,44,44080,Lavau-sur-Loire,200072734,CC Estuaire et Sillon,406658.64986059244
1108,100_200m,44,44080,Lavau-sur-Loire,200072734,CC Estuaire et Sillon,385533.174791667
1109,200_500m,44,44080,Lavau-sur-Loire,200072734,CC Estuaire et Sillon,1133514.359960332
1110,500m_1km,44,44080,Lavau-sur-Loire,200072734,CC Estuaire et Sillon,1839670.1578829086
1111,1_5km,44,44080,Lavau-sur-Loire,200072734,CC Estuaire et Sillon,11902614.607800772
1113,100m,44,44097,Mesquer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1408602.6897274386
1114,100_200m,44,44097,Mesquer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1079608.1434694966
1115,200_500m,44,44097,Mesquer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),2175348.8910848326
1116,500m_1km,44,44097,Mesquer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),2757493.2997175977
1117,1_5km,44,44097,Mesquer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),8902222.167014446
1118,100m,44,44103,Montoir-de-Bretagne,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),888138.069632002
1119,100_200m,44,44103,Montoir-de-Bretagne,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),912942.718767311
1120,200_500m,44,44103,Montoir-de-Bretagne,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),2675561.399012747
1121,500m_1km,44,44103,Montoir-de-Bretagne,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),4274481.110683801
1122,1_5km,44,44103,Montoir-de-Bretagne,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),20979342.603045493
1124,100m,44,44106,Les Moutiers-en-Retz,200067346,CA Pornic Agglo Pays de Retz,583557.9279298689
1125,100_200m,44,44106,Les Moutiers-en-Retz,200067346,CA Pornic Agglo Pays de Retz,617224.3906618163
1126,200_500m,44,44106,Les Moutiers-en-Retz,200067346,CA Pornic Agglo Pays de Retz,1756630.957983648
1127,500m_1km,44,44106,Les Moutiers-en-Retz,200067346,CA Pornic Agglo Pays de Retz,2130112.8878788324
1128,1_5km,44,44106,Les Moutiers-en-Retz,200067346,CA Pornic Agglo Pays de Retz,4611983.061295707
1129,100m,44,44116,Paimb?uf,244400586,CC du Sud Estuaire,296361.49824797036
1130,100_200m,44,44116,Paimb?uf,244400586,CC du Sud Estuaire,275631.0841284474
1131,200_500m,44,44116,Paimb?uf,244400586,CC du Sud Estuaire,702350.7703603796
1132,500m_1km,44,44116,Paimb?uf,244400586,CC du Sud Estuaire,358999.43510366965
1133,100m,44,44120,Le Pellerin,244400404,Nantes Métropole,1313.6247767085995
1134,100_200m,44,44120,Le Pellerin,244400404,Nantes Métropole,1202.099315308341
1135,200_500m,44,44120,Le Pellerin,244400404,Nantes Métropole,136.12407197977043
1136,500m_1km,44,44120,Le Pellerin,244400404,Nantes Métropole,31449.555607265876
1137,1_5km,44,44120,Le Pellerin,244400404,Nantes Métropole,1064974.8180522118
1139,100m,44,44125,Piriac-sur-Mer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1013638.7464750948
1140,100_200m,44,44125,Piriac-sur-Mer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),874871.4718780508
1141,200_500m,44,44125,Piriac-sur-Mer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),2319027.2463057684
1142,500m_1km,44,44125,Piriac-sur-Mer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),3036036.1198032573
1143,1_5km,44,44125,Piriac-sur-Mer,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),4910136.642032099
1144,100m,44,44126,La Plaine-sur-Mer,200067346,CA Pornic Agglo Pays de Retz,540311.7516448976
1145,100_200m,44,44126,La Plaine-sur-Mer,200067346,CA Pornic Agglo Pays de Retz,564948.2114714871
1146,200_500m,44,44126,La Plaine-sur-Mer,200067346,CA Pornic Agglo Pays de Retz,1699136.2375657072
1147,500m_1km,44,44126,La Plaine-sur-Mer,200067346,CA Pornic Agglo Pays de Retz,3661787.5377914454
1148,1_5km,44,44126,La Plaine-sur-Mer,200067346,CA Pornic Agglo Pays de Retz,10001648.280253587
1149,100m,44,44131,Pornic,200067346,CA Pornic Agglo Pays de Retz,1534318.3651848861
1150,100_200m,44,44131,Pornic,200067346,CA Pornic Agglo Pays de Retz,1517364.5660096812
1151,200_500m,44,44131,Pornic,200067346,CA Pornic Agglo Pays de Retz,4313519.281011155
1152,500m_1km,44,44131,Pornic,200067346,CA Pornic Agglo Pays de Retz,6417377.580975627
1153,1_5km,44,44131,Pornic,200067346,CA Pornic Agglo Pays de Retz,56745405.39339505
1155,100m,44,44132,Pornichet,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),615560.0252298675
1156,100_200m,44,44132,Pornichet,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),592721.5713803811
1157,200_500m,44,44132,Pornichet,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),1602257.0872140382
1158,500m_1km,44,44132,Pornichet,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),2183003.22112958
1159,1_5km,44,44132,Pornichet,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),7795348.024662357
1160,100m,44,44135,Le Pouliguen,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),655262.7637359264
1161,100_200m,44,44135,Le Pouliguen,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),624940.0243153455
1162,200_500m,44,44135,Le Pouliguen,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1532169.228224644
1163,500m_1km,44,44135,Le Pouliguen,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1295665.7461850697
1164,1_5km,44,44135,Le Pouliguen,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),170496.48328301293
1165,100m,44,44136,Préfailles,200067346,CA Pornic Agglo Pays de Retz,835826.5609337762
1166,100_200m,44,44136,Préfailles,200067346,CA Pornic Agglo Pays de Retz,790251.5435871127
1167,200_500m,44,44136,Préfailles,200067346,CA Pornic Agglo Pays de Retz,1891334.0483294013
1168,500m_1km,44,44136,Préfailles,200067346,CA Pornic Agglo Pays de Retz,1507357.7500276843
1169,1_5km,44,44136,Préfailles,200067346,CA Pornic Agglo Pays de Retz,116260.77032825456
1170,100m,44,44154,Saint-Brevin-les-Pins,244400586,CC du Sud Estuaire,1150344.769423886
1171,100_200m,44,44154,Saint-Brevin-les-Pins,244400586,CC du Sud Estuaire,1256674.9708533115
1172,200_500m,44,44154,Saint-Brevin-les-Pins,244400586,CC du Sud Estuaire,3560595.8272354705
1173,500m_1km,44,44154,Saint-Brevin-les-Pins,244400586,CC du Sud Estuaire,5411748.223731373
1174,1_5km,44,44154,Saint-Brevin-les-Pins,244400586,CC du Sud Estuaire,10164419.494446557
1175,100m,44,44168,Saint-Joachim,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),9503.440171548216
1176,100_200m,44,44168,Saint-Joachim,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),25209.746090790886
1177,200_500m,44,44168,Saint-Joachim,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),241029.41672273306
1178,500m_1km,44,44168,Saint-Joachim,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),1315862.742524555
1179,1_5km,44,44168,Saint-Joachim,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),34351647.377884604
1181,100m,44,44176,Saint-Malo-de-Guersac,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),552862.2693684653
1182,100_200m,44,44176,Saint-Malo-de-Guersac,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),598711.7836029858
1183,200_500m,44,44176,Saint-Malo-de-Guersac,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),1800554.9438495263
1184,500m_1km,44,44176,Saint-Malo-de-Guersac,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),2826242.43050237
1185,1_5km,44,44176,Saint-Malo-de-Guersac,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),9507730.657178976
1186,100m,44,44182,Saint-Michel-Chef-Chef,200067346,CA Pornic Agglo Pays de Retz,369838.19308634667
1187,100_200m,44,44182,Saint-Michel-Chef-Chef,200067346,CA Pornic Agglo Pays de Retz,433216.910238506
1188,200_500m,44,44182,Saint-Michel-Chef-Chef,200067346,CA Pornic Agglo Pays de Retz,1325037.3352943393
1189,500m_1km,44,44182,Saint-Michel-Chef-Chef,200067346,CA Pornic Agglo Pays de Retz,2230115.6284460383
1190,1_5km,44,44182,Saint-Michel-Chef-Chef,200067346,CA Pornic Agglo Pays de Retz,15794822.601060046
1192,100m,44,44183,Saint-Molf,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),813369.3267955122
1193,100_200m,44,44183,Saint-Molf,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),616134.7021478625
1194,200_500m,44,44183,Saint-Molf,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1533441.6734593238
1195,500m_1km,44,44183,Saint-Molf,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),2575767.4677047958
1196,1_5km,44,44183,Saint-Molf,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),16746530.343489006
1198,100m,44,44184,Saint-Nazaire,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),2296994.889041028
1199,100_200m,44,44184,Saint-Nazaire,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),1989098.147602762
1200,200_500m,44,44184,Saint-Nazaire,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),4325471.729380554
1201,500m_1km,44,44184,Saint-Nazaire,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),5312960.522845098
1202,1_5km,44,44184,Saint-Nazaire,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),27777963.073384486
1204,100m,44,44192,Saint-Viaud,244400586,CC du Sud Estuaire,437312.7207537973
1205,100_200m,44,44192,Saint-Viaud,244400586,CC du Sud Estuaire,459467.8242052228
1206,200_500m,44,44192,Saint-Viaud,244400586,CC du Sud Estuaire,1684253.838294751
1207,500m_1km,44,44192,Saint-Viaud,244400586,CC du Sud Estuaire,3007288.867436
1208,1_5km,44,44192,Saint-Viaud,244400586,CC du Sud Estuaire,15905701.949726874
1210,100m,44,44210,Trignac,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),1018714.8131038859
1211,100_200m,44,44210,Trignac,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),1007122.7198550593
1212,200_500m,44,44210,Trignac,244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),2520995.82169047
